nome,id_pokedex,geracao,status,especie,num_tipos,tipo_primario,tipo_secundario,altura_m,peso_kg,num_habilidades,habilidade_1,habilidade_2,habilidade_escondida,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,taxa_crescimento,porcentagem_macho
Darumaka,554,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,Medium Slow,50.0
Galarian Darumaka,554,5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40.0,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,Medium Slow,
Darmanitan Standard Mode,555,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,Medium Slow,50.0
Darmanitan Zen Mode,555,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,Medium Slow,50.0
Galarian Darmanitan Standard Mode,555,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,60,Medium Slow,
Galarian Darmanitan Zen Mode,555,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,60,,
Maractus,556,5,Normal,Cactus Pokémon,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,Medium Fast,50.0
Dwebble,557,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,Medium Fast,50.0
Crustle,558,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,Medium Fast,50.0
Scraggy,559,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,Medium Fast,50.0
Scrafty,560,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,Medium Fast,50.0
Sigilyph,561,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,Medium Fast,50.0
Yamask,562,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,Medium Fast,50.0
Galarian Yamask,562,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,190,Medium Fast,
Cofagrigus,563,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,Medium Fast,50.0
Tirtouga,564,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,Medium Fast,87.5
Carracosta,565,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,Medium Fast,87.5
Archen,566,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,Medium Fast,87.5
Archeops,567,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567,75,140,65,112,65,110,45,Medium Fast,87.5
Trubbish,568,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,Medium Fast,50.0
Garbodor,569,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,Medium Fast,50.0
Zorua,570,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,Medium Slow,87.5
Zoroark,571,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,Medium Slow,87.5
Minccino,572,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,Fast,25.0
Cinccino,573,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,Fast,25.0
Gothita,574,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,Medium Slow,25.0
Gothorita,575,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,Medium Slow,25.0
Gothitelle,576,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,Medium Slow,25.0
Solosis,577,5,Normal,Cell Pokémon,1,Psychic,,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,Medium Slow,50.0
Duosion,578,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,Medium Slow,50.0
Reuniclus,579,5,Normal,Multiplying Pokémon,1,Psychic,,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,Medium Slow,50.0
Ducklett,580,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,Medium Fast,50.0
Swanna,581,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,Medium Fast,50.0
Vanillite,582,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,Slow,50.0
Vanillish,583,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,Slow,50.0
Vanilluxe,584,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,Slow,50.0
Deerling,585,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,Medium Fast,50.0
Sawsbuck,586,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,Medium Fast,50.0
Emolga,587,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5.0,2,Static,,Motor Drive,428,55,75,60,75,60,103,200,Medium Fast,50.0
Karrablast,588,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200,Medium Fast,50.0
Escavalier,589,5,Normal,Cavalry Pokémon,2,Bug,Steel,1.0,33.0,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75,Medium Fast,50.0
Foongus,590,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1.0,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190,Medium Fast,50.0
Amoonguss,591,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75,Medium Fast,50.0
Frillish,592,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33.0,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190,Medium Fast,50.0
Jellicent,593,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135.0,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60,Medium Fast,50.0
Alomomola,594,5,Normal,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75,Fast,50.0
Joltik,595,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190,Medium Fast,50.0
Galvantula,596,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75,Medium Fast,50.0
Ferroseed,597,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255,Medium Fast,50.0
Ferrothorn,598,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1.0,110.0,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90,Medium Fast,50.0
Klink,599,5,Normal,Gear Pokémon,1,Steel,,0.3,21.0,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130,Medium Slow,
Klang,600,5,Normal,Gear Pokémon,1,Steel,,0.6,51.0,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60,Medium Slow,
Klinklang,601,5,Normal,Gear Pokémon,1,Steel,,0.6,81.0,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30,Medium Slow,
Tynamo,602,5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,190,Slow,50.0
Eelektrik,603,5,Normal,EleFish Pokémon,1,Electric,,1.2,22.0,1,Levitate,,,405,65,85,70,75,70,40,60,Slow,50.0
Eelektross,604,5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,105,80,50,30,Slow,50.0
Elgyem,605,5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9.0,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255,Medium Fast,50.0
Beheeyem,606,5,Normal,Cerebral Pokémon,1,Psychic,,1.0,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90,Medium Fast,50.0
Litwick,607,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190,Medium Slow,50.0
Lampent,608,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13.0,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90,Medium Slow,50.0
Chandelure,609,5,Normal,Luring Pokémon,2,Ghost,Fire,1.0,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,45,Medium Slow,50.0
Axew,610,5,Normal,Tusk Pokémon,1,Dragon,,0.6,18.0,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,75,Slow,50.0
Fraxure,611,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.0,36.0,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,60,Slow,50.0
Haxorus,612,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,45,Slow,50.0
Cubchoo,613,5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,120,Medium Fast,50.0
Beartic,614,5,Normal,Freezing Pokémon,1,Ice,,2.6,260.0,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,60,Medium Fast,50.0
Cryogonal,615,5,Normal,Crystallizing Pokémon,1,Ice,,1.1,148.0,1,Levitate,,,515,80,50,50,95,135,105,25,Medium Fast,
Shelmet,616,5,Normal,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,200,Medium Fast,50.0
Accelgor,617,5,Normal,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,75,Medium Fast,50.0
Stunfisk,618,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11.0,3,Static,Limber,Sand Veil,471,109,66,84,81,99,32,75,Medium Fast,50.0
Galarian Stunfisk,618,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,,,471,109,81,99,66,84,32,75,Medium Fast,
Mienfoo,619,5,Normal,Martial Arts Pokémon,1,Fighting,,0.9,20.0,3,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,180,Medium Slow,50.0
Mienshao,620,5,Normal,Martial Arts Pokémon,1,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,45,Medium Slow,50.0
Druddigon,621,5,Normal,Cave Pokémon,1,Dragon,,1.6,139.0,3,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,45,Medium Fast,50.0
Golett,622,5,Normal,Automaton Pokémon,2,Ground,Ghost,1.0,92.0,3,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,190,Medium Fast,
Golurk,623,5,Normal,Automaton Pokémon,2,Ground,Ghost,2.8,330.0,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,90,Medium Fast,
Pawniard,624,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,120,Medium Fast,50.0
Bisharp,625,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70.0,3,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,45,Medium Fast,50.0
Bouffalant,626,5,Normal,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,45,Medium Fast,50.0
Rufflet,627,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,190,Slow,100.0
Braviary,628,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41.0,3,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,60,Slow,100.0
Vullaby,629,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9.0,3,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,190,Slow,0.0
Mandibuzz,630,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,60,Slow,0.0
Heatmor,631,5,Normal,Anteater Pokémon,1,Fire,,1.4,58.0,3,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,90,Medium Fast,50.0
Durant,632,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33.0,3,Swarm,Hustle,Truant,484,58,109,112,48,48,109,90,Medium Fast,50.0
Deino,633,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,,,300,52,65,50,45,50,38,45,Slow,50.0
Zweilous,634,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50.0,1,Hustle,,,420,72,85,70,65,70,58,45,Slow,50.0
Hydreigon,635,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160.0,1,Levitate,,,600,92,105,90,125,90,98,45,Slow,50.0
Larvesta,636,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,360,55,85,55,50,55,60,45,Slow,50.0
Volcarona,637,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46.0,2,Flame Body,,Swarm,550,85,60,65,135,105,100,15,Slow,50.0
Cobalion,638,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,2.1,250.0,1,Justified,,,580,91,90,129,90,72,108,3,Slow,
Terrakion,639,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,1.9,260.0,1,Justified,,,580,91,129,90,72,90,108,3,Slow,
Virizion,640,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,2.0,200.0,1,Justified,,,580,91,90,72,90,129,108,3,Slow,
Tornadus Incarnate Forme,641,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.5,63.0,2,Prankster,,Defiant,580,79,115,70,125,80,111,3,Slow,100.0
Tornadus Therian Forme,641,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.4,63.0,1,Regenerator,,,580,79,100,80,110,90,121,3,Slow,100.0
Thundurus Incarnate Forme,642,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,1.5,61.0,2,Prankster,,Defiant,580,79,115,70,125,80,111,3,Slow,100.0
Thundurus Therian Forme,642,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,3.0,61.0,1,Volt Absorb,,,580,79,105,70,145,80,101,3,Slow,100.0
Reshiram,643,5,Legendary,Vast White Pokémon,2,Dragon,Fire,3.2,330.0,1,Turboblaze,,,680,100,120,100,150,120,90,3,Slow,
Zekrom,644,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,2.9,345.0,1,Teravolt,,,680,100,150,120,120,100,90,3,Slow,
Landorus Incarnate Forme,645,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.5,68.0,2,Sand Force,,Sheer Force,600,89,125,90,115,80,101,3,Slow,100.0
Landorus Therian Forme,645,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.3,68.0,1,Intimidate,,,600,89,145,90,105,80,91,3,Slow,100.0
Kyurem,646,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.0,325.0,1,Pressure,,,660,125,130,90,130,90,95,3,Slow,
Black Kyurem,646,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.3,325.0,1,Teravolt,,,700,125,170,100,120,90,95,3,Slow,
White Kyurem,646,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.6,325.0,1,Turboblaze,,,700,125,120,90,170,100,95,3,Slow,
Keldeo Ordinary Forme,647,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,3,Slow,
Keldeo Resolute Forme,647,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,3,Slow,
Meloetta Aria Forme,648,5,Mythical,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,600,100,77,77,128,128,90,3,Slow,
Meloetta Pirouette Forme,648,5,Mythical,Melody Pokémon,2,Normal,Fighting,0.6,6.5,1,Serene Grace,,,600,100,128,90,77,77,128,3,Slow,
Genesect,649,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,120,95,99,3,Slow,
Chespin,650,6,Normal,Spiny Nut Pokémon,1,Grass,,0.4,9.0,2,Overgrow,,Bulletproof,313,56,61,65,48,45,38,45,Medium Slow,87.5
Quilladin,651,6,Normal,Spiny Armor Pokémon,1,Grass,,0.7,29.0,2,Overgrow,,Bulletproof,405,61,78,95,56,58,57,45,Medium Slow,87.5
Chesnaught,652,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90.0,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,45,Medium Slow,87.5
Fennekin,653,6,Normal,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,62,60,60,45,Medium Slow,87.5
Braixen,654,6,Normal,Fox Pokémon,1,Fire,,1.0,14.5,2,Blaze,,Magician,409,59,59,58,90,70,73,45,Medium Slow,87.5
Delphox,655,6,Normal,Fox Pokémon,2,Fire,Psychic,1.5,39.0,2,Blaze,,Magician,534,75,69,72,114,100,104,45,Medium Slow,87.5
Froakie,656,6,Normal,Bubble Frog Pokémon,1,Water,,0.3,7.0,2,Torrent,,Protean,314,41,56,40,62,44,71,45,Medium Slow,87.5
Frogadier,657,6,Normal,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,45,Medium Slow,87.5
Greninja,658,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40.0,2,Torrent,,Protean,530,72,95,67,103,71,122,45,Medium Slow,87.5
Ash-Greninja,658,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40.0,1,Battle Bond,,,640,72,145,67,153,71,132,45,Medium Slow,100.0
Bunnelby,659,6,Normal,Digging Pokémon,1,Normal,,0.4,5.0,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255,Medium Fast,50.0
Diggersby,660,6,Normal,Digging Pokémon,2,Normal,Ground,1.0,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127,Medium Fast,50.0
Fletchling,661,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255,Medium Slow,50.0
Fletchinder,662,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16.0,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120,Medium Slow,50.0
Talonflame,663,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45,Medium Slow,50.0
Scatterbug,664,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255,Medium Fast,50.0
Spewpa,665,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120,Medium Fast,50.0
Vivillon,666,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17.0,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45,Medium Fast,50.0
Litleo,667,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220,Medium Slow,25.0
Pyroar,668,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65,Medium Slow,25.0
Flabébé,669,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225,Medium Fast,0.0
Floette,670,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120,Medium Fast,0.0
Florges,671,6,Normal,Garden Pokémon,1,Fairy,,1.1,10.0,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45,Medium Fast,0.0
Skiddo,672,6,Normal,Mount Pokémon,1,Grass,,0.9,31.0,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200,Medium Fast,50.0
Gogoat,673,6,Normal,Mount Pokémon,1,Grass,,1.7,91.0,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45,Medium Fast,50.0
Pancham,674,6,Normal,Playful Pokémon,1,Fighting,,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220,Medium Fast,50.0
Pangoro,675,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65,Medium Fast,50.0
Furfrou,676,6,Normal,Poodle Pokémon,1,Normal,,1.2,28.0,1,Fur Coat,,,472,75,80,60,65,90,102,160,Medium Fast,50.0
Espurr,677,6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190,Medium Fast,50.0
Meowstic Male,678,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75,Medium Fast,50.0
Meowstic Female,678,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75,Medium Fast,50.0
Honedge,679,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2.0,1,No Guard,,,325,45,80,100,35,37,28,180,Medium Fast,50.0
Doublade,680,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,90,Medium Fast,50.0
Aegislash Blade Forme,681,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520,60,150,50,150,50,60,45,Medium Fast,50.0
Aegislash Shield Forme,681,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520,60,50,150,50,150,60,45,Medium Fast,50.0
Spritzee,682,6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200,Medium Fast,50.0
Aromatisse,683,6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140,Medium Fast,50.0
Swirlix,684,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200,Medium Fast,50.0
Slurpuff,685,6,Normal,Meringue Pokémon,1,Fairy,,0.8,5.0,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140,Medium Fast,50.0
Inkay,686,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190,Medium Fast,50.0
Malamar,687,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80,Medium Fast,50.0
Binacle,688,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120,Medium Fast,50.0
Barbaracle,689,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45,Medium Fast,50.0
Skrelp,690,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225,Medium Fast,50.0
Dragalge,691,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55,Medium Fast,50.0
Clauncher,692,6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225,Slow,50.0
Clawitzer,693,6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55,Slow,50.0
Helioptile,694,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190,Medium Fast,50.0
Heliolisk,695,6,Normal,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75,Medium Fast,50.0
Tyrunt,696,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,Medium Fast,87.5
Tyrantrum,697,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,Medium Fast,87.5
Amaura,698,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45,Medium Fast,87.5
Aurorus,699,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225.0,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45,Medium Fast,87.5
